 dmw idm ivc net ml theory
"Adam Kalai" 1 0 0 0 14 8
"Adam Karczmarz" 0 0 0 0 0 5
"Adam Karlsson" 0 0 1 0 0 0
"Adam Kirsch" 0 1 0 1 0 2
"Adam Klivans" 0 0 0 0 1 0
"Adam Kohn" 0 0 0 0 2 0
"Adam Kortylewski" 0 0 6 0 0 0
"Adam Kowalczyk" 1 0 0 0 4 0
"Adam Kraft" 0 0 0 0 1 0
"Adam Krebs" 1 0 0 0 0 0
"Adam Krzyzak" 0 0 0 0 1 0
"Adam Kunysz" 0 0 0 0 0 1
"Adam Kurpisz" 0 0 0 0 0 3
"Adam L. Buchsbaum" 0 0 0 0 0 8
"Adam L. Young" 0 0 0 0 0 1
"Adam LaPitz" 1 0 0 0 0 0
"Adam Langley" 0 0 0 1 0 0
"Adam Laud" 0 0 0 0 2 0
"Adam Lerer" 0 0 0 0 8 0
"Adam M. Costello" 0 0 0 1 0 0
"Adam M. Johansen" 0 0 0 0 1 0
"Adam M. Oberman" 0 0 0 0 1 0
"Adam M. Packer" 0 0 0 0 3 0
"Adam M. Smith" 0 0 0 0 1 0
"Adam M. White" 0 0 0 0 1 0
"Adam Marcus 0001" 0 0 0 0 0 1
"Adam Marcus 0002" 3 4 0 0 0 0
"Adam Meyerson" 0 1 0 1 2 20
"Adam Moore" 2 0 0 0 0 0
"Adam N. Elmachtoub" 0 0 0 0 2 0
"Adam N. Mamelak" 0 0 0 0 1 0
"Adam Nagy" 0 0 0 1 0 0
"Adam O'Donovan" 0 0 1 0 0 0
"Adam O'Neill" 0 1 0 0 0 0
"Adam P. Arkin" 0 0 0 0 1 0
"Adam P. Harrison" 0 0 2 0 0 0
"Adam Paszke" 0 0 0 0 1 0
"Adam Pearce" 0 0 0 0 1 0
"Adam Perelman" 0 1 0 0 0 0
"Adam Perer" 0 0 0 0 1 0
"Adam Polak 0001" 0 0 0 0 1 1
"Adam Polyak" 0 0 0 0 1 0
"Adam Prgel-Bennett" 0 0 1 0 3 0
"Adam Prout" 0 1 0 0 0 0
"Adam R. Klivans" 0 0 0 0 24 18
"Adam R. Kosiorek" 0 0 0 0 6 0
"Adam R. Livingston" 0 0 1 0 0 0
"Adam R. Teichert" 0 0 0 0 1 0
"Adam Radford" 0 0 0 1 0 0
"Adam Rae" 2 0 0 0 0 0
"Adam Roberts" 1 0 0 0 3 0
"Adam Roegiest" 1 0 0 0 0 0
"Adam Rosien" 1 0 0 0 0 0
"Adam S. Charles" 0 0 0 0 2 0
"Adam Sadilek" 3 0 0 0 0 0
"Adam Sanborn" 0 0 0 0 3 0
"Adam Santoro" 0 0 0 0 7 0
"Adam Scibior" 0 0 0 0 1 0
"Adam Sealfon" 0 1 0 0 1 0
"Adam Senft" 0 0 0 1 0 0
"Adam Shwartz" 0 0 0 1 0 0
"Adam Silberstein" 0 7 0 0 0 0
"Adam Smiechowski" 0 1 0 0 0 0
"Adam Smith 0002" 0 0 0 0 0 1
"Adam Soffer" 0 0 0 0 1 0
"Adam Spiro" 0 0 0 0 1 0
"Adam Stooke" 0 0 0 0 3 0
"Adam Szmul" 0 0 1 0 0 0
"Adam Tauman Kalai" 0 0 0 0 9 9
"Adam Trischler" 0 0 0 0 7 0
"Adam Van Etten" 0 0 2 0 0 0
"Adam Vest" 0 0 1 0 0 0
"Adam Vogel" 0 0 0 0 1 0
"Adam W. Harley" 0 0 3 0 0 0
"Adam W. Hoover" 0 0 3 0 0 0
"Adam W. Marcus" 0 0 0 0 0 1
"Adam Walker" 0 0 0 1 0 0
"Adam Welc" 1 2 0 0 0 0
"Adam White" 0 0 0 0 2 0
"Adam Wierman" 1 0 0 8 7 0
"Adam Wierzbicki" 4 0 0 0 0 0
"Adam Willats" 0 0 0 0 1 0
"Adam Witkowski" 0 0 0 0 0 1
"Adam Wolisz" 0 0 0 8 0 0
"Adam Woznica" 3 0 0 0 3 0
"Adam Yedidia" 0 0 0 0 0 1
"Adamantios Fiamegkos" 0 0 0 1 0 0
"Adams Wai-Kin Kong" 0 0 2 1 0 0
"Adams Wei Yu" 0 0 0 0 5 0
"Adar Vit" 0 0 1 0 0 0
"Adarsh Barik" 0 0 0 0 1 0
"Adarsh K. Jeewajee" 0 0 0 0 1 0
"Adarsh Keshav Jeewajee" 0 0 0 0 1 0
"Adarsh Kowdle" 0 0 6 0 1 0
"Adarsh Krishnamurthy" 0 0 1 0 0 0
"Adarsh Pannu" 0 1 0 0 0 0
"Adarsh Prasad" 0 0 0 0 8 0
"Adarshpal S. Sethi" 0 0 0 1 0 0
"Addhyan Pandey" 1 0 0 0 0 0
"Addi Ait-Mlouk" 1 0 0 0 0 0
"Addie M. Thompson" 0 0 1 0 0 0
"Addis Kidane" 0 0 0 1 0 0
"Addison Hu" 0 0 0 0 1 0
"Addison Mayberry" 0 0 0 1 0 0
"Addrian Fernandez" 1 0 0 0 0 0
"Adeel Mumtaz" 0 0 2 0 1 0
"Adeel Pervez" 0 0 0 0 1 0
"Adel Ardalan" 0 2 0 0 0 0
"Adel Aziz" 0 0 0 3 0 0
"Adel Bibi" 0 0 4 0 0 0
"Adel El-Atawy" 0 0 0 5 0 0
"Adel H. Fakih" 0 0 1 0 0 0
"Adel Javanmard" 0 0 0 0 6 0
"Adel M. Elmahdy" 0 0 0 0 2 0
"Adel W. Sadek" 0 0 0 1 0 0
"Adel Zaalouk" 0 0 0 1 0 0
"Adela Barriuso" 0 0 1 0 0 0
"Adele A. Rescigno" 0 0 0 0 0 1
"Adele E. Howe" 1 0 0 0 0 0
"Adele Lu Jia" 3 0 0 0 0 0
"Adele Y. C. Wang" 1 0 0 0 0 0
"Adeline Langlois" 0 0 0 0 0 1
"Adeola Bannis" 0 0 0 1 0 0
"Adepu Ravi Sankar" 1 0 0 0 0 0
"Adetokunbo Makanju" 1 0 0 0 0 0
"Adhip Gupta" 0 0 0 2 0 0
"Adhiraj Somani" 0 0 0 0 1 0
"Adhyas Avasthi" 0 0 0 1 0 0
"Adi Akavia" 0 0 0 0 1 3
"Adi Avidor" 0 0 0 0 0 1
"Adi Botea" 1 0 0 0 2 0
"Adi Lin" 1 0 0 0 0 0
"Adi Littman" 1 0 0 0 0 0
"Adi Livnat" 0 0 0 0 0 1
"Adi Omari" 2 0 0 0 0 0
"Adi Rosn" 0 0 0 2 0 11
"Adi Shamir" 0 0 0 0 0 2
"Adi Shraibman" 0 0 0 0 2 2
"Adi Toledano-Shubi" 0 0 1 0 0 0
"Adi Unnithan" 0 1 0 0 0 0
"Adi Vardi" 0 0 0 0 0 1
"Adiel Ben-Shalom" 0 0 1 0 0 0
"Adiel Statman" 1 0 0 0 0 0
"Adil Ali Raja" 0 0 0 1 0 0
"Adil Alim" 1 0 0 0 0 0
"Adil El Mesaoudi-Paul" 0 0 0 0 1 0
"Adil Faisal" 0 1 0 0 0 0
"Adil Karjauv" 0 0 0 0 1 0
"Adil Paul" 0 0 0 0 1 0
"Adil Salim" 0 0 0 0 6 0
"Adila Krisnadhi" 1 0 0 0 0 0
"Adin Rosenberg" 0 0 0 0 0 1
"Adina Crainiceanu" 3 3 0 0 0 0
"Adisak Mekkittikul" 0 0 0 1 0 0
"Adiseshu Hari" 0 0 0 3 0 0
"Adish Singla" 11 0 0 0 14 0
"Adisorn Lertsinsrubtavee" 0 0 0 3 0 0
"Adit Krishnan" 3 0 0 0 0 0
"Aditeya Pandey" 1 0 0 0 0 0
"Adith Swaminathan" 4 1 0 0 7 0
"Adithya Kumar" 1 0 0 0 0 0
"Adithya M. Devraj" 0 0 0 0 3 0
"Adithya Rao" 3 0 0 0 0 0
"Adithya Vadapalli" 0 0 0 0 1 0
"Adithyavairavan Murali" 0 0 0 0 2 0
"Aditi Adhikari" 1 0 0 0 0 0
"Aditi Gupta 0003" 2 0 0 0 0 0
"Aditi Laddha" 0 0 0 0 0 1
"Aditi Mavalankar" 0 0 0 0 1 0
"Aditi Raghunathan" 0 0 0 0 10 0
"Aditi Singh" 0 0 0 0 0 1
"Aditi Vikas" 0 0 0 1 0 0
"Aditiya Agarwala" 0 0 0 1 0 0
"Aditya Aggarwal" 0 0 1 0 0 0
"Aditya Akella" 0 0 0 40 0 0
"Aditya Arora" 0 0 7 0 0 0
"Aditya Arun 0001" 0 0 1 0 0 0
"Aditya Arun 0002" 0 0 0 1 0 0
"Aditya Ashok" 1 0 0 0 0 0
"Aditya Auradkar" 0 1 0 0 0 0
"Aditya Balu" 0 0 1 0 1 0
"Aditya Bharadwaj" 1 0 0 0 0 0
"Aditya Bhaskara" 1 0 0 0 14 11
"Aditya Chattopadhyay" 0 0 0 0 1 0
"Aditya Chaudhry" 0 0 0 0 1 0
"Aditya Chetan" 1 0 0 0 0 0
"Aditya Deshpande" 0 0 3 0 0 0
"Aditya Dhananjay" 0 0 0 5 0 0
"Aditya G. Parameswaran" 4 15 0 0 1 0
"Aditya Gangrade" 0 0 0 0 3 0
"Aditya Ganjam" 0 0 0 2 0 0
"Aditya Gilra" 0 0 0 0 1 0
"Aditya Golatkar" 0 0 1 0 1 0
"Aditya Gopalan" 0 0 0 3 6 0
"Aditya Grover" 2 0 0 0 8 0
"Aditya Gudipati" 0 0 0 5 0 0
"Aditya Guntuboyina" 0 0 0 0 1 0
"Aditya Joshi" 1 0 1 0 0 0
"Aditya Kalyanpur" 2 0 0 0 0 0
"Aditya Kanade" 0 0 0 0 2 0
"Aditya Karnik" 0 0 0 2 0 0
"Aditya Khosla" 2 0 7 0 3 0
"Aditya Krishna Menon" 3 0 1 0 16 0
"Aditya Krishnan 0001" 0 0 0 0 1 0
"Aditya Kumar Mishra" 1 0 0 1 0 0
"Aditya Kusupati" 1 0 0 0 3 0
"Aditya Mate" 0 0 0 0 1 0
"Aditya Mehta" 0 0 1 0 0 0
"Aditya Modi 0002" 0 0 0 0 1 0
"Aditya Mogadala" 1 0 0 0 0 0
"Aditya Mone" 0 1 0 0 0 0
"Aditya Nori" 0 0 0 0 1 0
"Aditya Pal" 6 0 0 0 0 0
"Aditya Potukuchi" 0 0 0 0 0 3
"Aditya Prakash" 0 0 2 2 0 0
"Aditya Rajagopal" 0 0 1 0 1 0
"Aditya Ramamoorthy" 0 0 0 2 0 0
"Aditya Ramesh" 0 2 0 0 3 0
"Aditya Ranganathan" 1 0 0 0 0 0
"Aditya Rawal" 0 0 0 0 2 0
"Aditya Sankar" 0 0 0 0 1 0
"Aditya Siddhant" 0 0 0 0 1 0
"Aditya Siripuram" 0 0 0 1 0 0
"Aditya Sundarrajan" 0 0 0 1 0 0
"Aditya Tatu" 0 0 1 0 0 0
"Aditya Telang" 1 0 0 1 0 0
"Aditya Tiwari" 2 0 0 0 0 0
"Aditya Tyagi" 0 0 0 1 0 0
"Aditya V. Nori" 0 0 0 0 4 0
"Aditya Vempaty" 0 0 0 0 1 0
"Aditya Virmani" 0 0 0 1 0 0
"Aditya Wagh" 0 0 0 2 0 0
"Aditya Yadav" 0 0 0 1 0 0
"Adityanand Guntuboyina" 0 0 0 0 1 0
"Adiya Abisheva" 1 0 0 0 0 0
"Adji B. Dieng" 0 0 0 0 1 0
"Adji Bousso Dieng" 0 0 0 0 2 0
"Adlane Habed" 0 0 2 0 0 0
"Adler J. Perotte" 0 0 0 0 4 0
"Admela Jukan" 0 0 0 4 0 0
"Adnan Agbaria" 0 1 0 0 0 0
"Adnan Ahmed" 0 0 0 1 0 0
"Adnan Al-Anbuky" 0 0 0 1 0 0
"Adnan Alam" 1 0 0 0 0 0
"Adnan Aziz" 0 0 0 2 0 0
"Adnan Darwiche" 0 1 0 0 11 0
"Adnan Khan" 0 0 0 1 0 0
"Adnan Mahmood" 0 0 0 2 0 0
"Adnan Quadri" 0 0 0 1 0 0
"Adnan Shahid" 0 0 0 3 0 0
"Adnan Siraj Rakin" 0 0 3 0 0 0
"Adnane Boukhayma" 0 0 3 0 0 0
"Adnene Guabtni" 1 0 0 0 0 0
"Adolfo De Unnue" 1 0 0 0 0 0
"Adolfo Lpez-Mendez" 0 0 2 0 0 0
"Adolfo Ruiz-Calleja" 1 0 0 0 0 0
"Adon Hwang" 0 0 0 1 0 0
"Adri Arbus Sangesa" 1 0 1 0 0 0
"Adri Gascn" 0 0 0 0 2 0
"Adri Puigdomnech Badia" 0 0 0 0 5 0
"Adri Recasens" 0 0 3 0 2 0
"Adria Finch" 1 0 0 0 0 0
"Adria Jewell" 1 0 0 0 0 0
"Adrian Albert" 2 0 0 0 0 0
"Adrian Baras" 0 1 0 0 0 0
"Adrian Barbu" 0 0 8 0 2 0
"Adrian Becker" 1 0 0 0 0 0
"Adrian Bielefeldt" 1 0 0 0 0 0
"Adrian Birka" 0 1 0 0 0 0
"Adrian Brasoveanu 0001" 1 0 0 0 0 0
"Adrian Broadhurst" 0 0 1 0 0 0
"Adrian Bulat" 0 0 3 0 0 0
"Adrian Butscher" 0 0 0 0 1 0
"Adrian Corduneanu" 0 0 0 0 1 0
"Adrian Cosma" 0 0 0 0 1 0
"Adrian Craciun" 0 0 0 0 0 1
"Adrian Dumitrescu" 0 0 0 0 0 11
"Adrian E. Platts" 1 0 0 0 0 0
"Adrian Friday" 0 0 0 1 0 0
"Adrian G. Bors" 0 0 1 0 0 0
"Adrian Galdran" 0 0 1 0 0 0
"Adrian Gauch" 0 0 0 1 0 0
"Adrian Gmperli" 0 0 0 1 0 0
"Adrian Gschwend" 1 0 0 0 0 0
"Adrian Haith" 0 0 0 0 1 0
"Adrian Hilton" 0 0 9 0 0 0
"Adrian Ilie" 0 0 2 0 0 0
"Adrian Ion" 0 0 1 0 1 0
"Adrian Ionescu" 0 1 0 0 0 0
"Adrian Johnston" 0 0 1 0 0 0
"Adrian K. C. Lee" 0 0 0 0 1 0
"Adrian Klein" 1 0 0 0 0 0
"Adrian Kosowski" 0 0 0 0 1 12
"Adrian Krger" 1 0 0 0 0 0
"Adrian Loch" 0 0 0 9 0 0
"Adrian M. Peter" 0 0 1 0 0 0
"Adrian M. Teisanu" 0 1 0 0 0 0
"Adrian M. Whatley" 0 0 0 0 1 0
"Adrian Mettler" 1 0 0 0 0 0
"Adrian Michaud" 0 1 0 0 0 0
"Adrian Mocan" 0 1 0 0 0 0
"Adrian N. Bishop" 0 0 0 0 1 0
"Adrian Neumann" 0 0 0 0 0 1
"Adrian Ogierman" 0 0 0 1 0 0
"Adrian Perrig" 2 0 0 17 0 0
"Adrian Power" 0 0 0 1 0 0
"Adrian R. Vetta" 0 0 0 0 1 0
"Adrian Rivera Cardoso" 0 0 0 0 2 0
"Adrian Segall" 0 0 0 2 0 0
"Adrian Silvescu" 4 0 0 0 0 0
"Adrian Sosic" 0 0 0 0 1 0
"Adrian Spurr" 0 0 1 0 0 0
"Adrian Tudor" 0 0 1 0 0 0
"Adrian Ulges" 1 0 0 0 0 0
"Adrian V. Dalca" 0 0 5 0 3 0
"Adrian Vetta" 0 0 0 0 0 12
"Adrian Vladu" 0 0 0 0 2 6
"Adrian Vogelsgesang" 0 1 0 0 0 0
"Adrian Vu" 1 0 0 0 0 0
"Adrian Weller" 2 0 0 0 17 0
"Adrian Wills" 0 0 0 0 1 0
"Adrian Wranik" 1 0 0 0 0 0
"Adrian Ziegler" 1 0 0 0 0 0
"Adriana B. Flores" 0 0 0 1 0 0
"Adriana Budura" 0 1 0 0 0 0
"Adriana Iamnitchi" 4 0 0 2 0 0
"Adriana Karagiozova" 0 0 0 0 0 4
"Adriana Kovashka" 0 0 9 0 1 0
"Adriana Lpez-Alt" 0 0 0 0 0 2
"Adriana M. Seelye" 1 0 0 0 0 0
"Adriana Prado" 1 0 0 0 0 0
"Adriana Romero" 0 0 7 0 2 0
"Adriane Chapman" 0 5 0 0 0 0
"Adriano Augusto" 1 0 0 0 0 0
"Adriano C. M. Pereira" 2 0 0 0 0 0
"Adriano Di Luzio" 0 0 0 2 0 0
"Adriano Faggiani" 0 0 0 2 0 0
"Adriano Fazzone" 2 1 0 0 0 0
"Adriano Galati" 0 0 0 2 0 0
"Adriano Peron" 0 0 0 0 0 1
"Adriano Savoca" 1 0 0 0 0 0
"Adriano Veloso" 5 0 0 0 0 0
"Adric Eckstein" 0 1 0 0 0 0
"Adrien Ali Taga" 0 0 0 0 2 0
"Adrien Bartoli" 0 0 22 0 0 0
"Adrien Bousseau" 0 0 1 0 0 0
"Adrien Delige" 0 0 4 0 0 0
"Adrien Desportes" 0 0 0 3 0 0
"Adrien Ecoffet" 0 0 0 0 2 0
"Adrien Gaidon" 0 0 8 0 1 0
"Adrien Guille" 3 2 0 0 0 0
"Adrien Lessard" 0 0 1 0 0 0
"Adrien Pavao" 0 0 0 0 1 0
"Adrien Revault d'Allonnes" 1 0 0 0 0 0
"Adrien Taylor" 0 0 0 0 3 0
"Adrien Wion" 0 0 0 1 0 0
"Adrien Wohrer" 0 0 0 0 1 0
"Adrienne L. Fairhall" 0 0 0 0 2 0
"Adrienne Porter Felt" 2 0 0 0 0 0
"Adrin Javaloy" 0 0 0 0 1 0
"Adrin Martn" 0 0 2 0 0 0
"Adrin Peate Snchez" 0 0 1 0 0 0
"Aduri Pavan" 0 0 0 0 0 3
"Advait Abhay Dixit" 0 0 0 3 0 0
"Adwait Ratnaparkhi" 6 0 0 0 0 0
"Adwait Tumbde" 0 1 0 0 0 0
"Ady Ecker" 0 0 2 0 0 0
"Aemen Lodhi" 0 0 0 4 0 0
"Aemon Cannon" 1 0 0 0 0 0
"Aeron Buchanan" 0 0 2 0 0 0
"Affan A. Syed" 0 0 0 3 0 0
"Afnan Fahim" 0 0 0 2 0 0
"Afonso Ferreira" 0 0 0 0 0 1
"Afonso Mendes" 1 0 0 0 0 0
"Afonso S. Bandeira" 0 0 0 0 3 0
"Afra J. Mashhadi" 1 0 0 1 0 0
"Afra M. Wohlschlger" 4 0 0 0 0 0
"Afra Zomorodian" 0 0 0 0 0 1
"Afraz Jaffri" 2 0 0 0 0 0
"Afroditi Papadaki" 0 0 0 0 1 0
"Afrouz Jabal Ameli" 0 0 0 0 0 1
"Afsaneh Fazly" 0 0 2 0 0 0
"Afsheen Afshar" 0 0 0 0 1 0
"Afshin Abdi" 0 0 0 0 1 0
"Afshin Dehghan" 0 0 6 0 0 0
"Afshin Nikzad" 1 0 0 0 0 4
"Afshin Oroojlooy" 0 0 0 0 2 0
"Afshin Rostamizadeh" 0 0 0 0 16 0
"Afshin Taghavi Nasrabadi" 0 0 0 1 0 0
"Afsin Akdogan" 0 1 0 0 0 0
"Aftab Hasan" 1 0 0 0 0 0
"Afzal Azeem Chowdhary" 0 1 0 0 0 0
"Afzal Godil" 0 0 2 0 0 0
"Afzel Noore" 0 0 10 0 0 0
"Agam Dwivedi" 0 0 1 0 0 0
"Agastya Kalra" 0 0 1 0 1 0
"Agata Budzillo" 0 0 0 0 1 0
"Agata Mosinska" 0 0 1 0 0 0
"Agata Mosinska-Domanska" 0 0 1 0 0 0
"Agata Rotondi" 1 0 0 0 0 0
"Agata Rozga" 0 0 1 0 0 0
"Agathe Girard" 0 0 0 0 1 0
"Agathoniki Trigoni" 0 0 0 1 0 0
"Agelos Georgakopoulos" 0 0 0 0 0 1
"Agenor Mafra-Neto" 2 0 0 0 0 0
"Aggeliki Dimitriou" 0 1 0 0 0 0
"Aggeliki Pantazi" 0 1 0 0 0 0
"Aggelos K. Katsaggelos" 0 0 5 0 0 0
"Aggelos Kiayias" 0 0 0 0 0 8
"Agis Mesolongitis" 0 0 1 0 0 0
"Aglika Gyaourova" 0 0 2 0 0 0
"Agma J. M. Traina" 4 3 0 0 0 0
"Agma Juci Machado Traina" 3 0 0 0 0 0
"Agnes Radl" 0 0 0 0 1 0
"Agnes Swadzba" 0 0 1 0 0 0
"Agnese Pinto" 1 0 0 0 0 0
"Agnieszka Dardzinska" 1 0 0 0 0 0
"Agnieszka Grabska-Barwinska" 0 0 0 0 3 0
"Agnieszka Rutkowska" 0 1 0 0 0 0
"Agnijit Das Gupta" 0 0 1 0 0 0
"Agniva Chowdhury" 0 0 0 0 2 0
"Agostino Dovier" 0 0 1 0 0 0
"Agoston Petz" 0 0 0 3 0 0
"Agrim Gupta" 0 0 3 0 0 0
"Agus Trisnajaya Kwee" 1 0 0 0 0 0
"Agustin Formoso" 0 0 0 2 0 0
"Agustin Zuniga" 1 0 0 0 0 0
"Agustinus Kristiadi" 0 0 0 0 1 0
"Ah Chung Tsoi" 5 0 0 0 0 0
"Ah Reum Kang" 2 0 0 4 0 0
"Ah-Hwee Tan" 4 0 1 0 0 0
"Ahana Ghosh" 0 0 0 0 2 0
"Aharon Avitzur" 0 2 0 0 0 0
"Aharon Bar-Hillel" 1 0 7 0 8 0
"Aharon Ben-Tal" 0 0 0 0 3 0
"Aharon Birnbaum" 0 0 0 0 2 0
"Ahbik Lahiri" 0 0 0 0 1 0
"Ahcne Boubekki" 0 0 0 0 1 0
"Ahmad Al Hanbali" 0 0 0 1 0 0
"Ahmad Assaf" 1 0 0 0 0 0
"Ahmad Bahai" 0 0 0 1 0 0
"Ahmad Beirami" 0 0 0 3 1 0
"Ahmad Biniaz" 0 0 0 0 0 3
"Ahmad Darabiha" 0 0 1 0 0 0
"Ahmad El Sallab" 0 0 1 0 0 0
"Ahmad Ghazal" 0 5 0 0 0 0
"Ahmad Hany Hossny" 1 0 0 0 0 0
"Ahmad Hariri" 0 0 0 0 1 0
"Ahmad Humayun" 0 0 3 0 1 0
"Ahmad Khonsari" 1 0 0 2 0 0
"Ahmad Khoshnevis" 0 0 0 1 0 0
"Ahmad M. Abusalah" 0 1 0 0 0 0
"Ahmad M. Mustafa" 1 0 0 0 0 0
"Ahmad Mahmoody" 2 0 0 0 0 0
"Ahmad Mamdouh" 0 0 0 1 0 0
"Ahmad Nickabadi" 0 0 1 0 0 0
"Ahmad Qamar" 0 0 0 0 1 0
"Ahmad Salman" 0 0 0 0 1 0
"Ahmad Samiei" 1 0 0 0 0 0
"Ahmad Shahab Tajik" 0 1 0 0 0 0
"Ahmad Shahzad" 1 0 0 0 0 0
"Ahmad Slim" 1 0 0 0 0 0
"Ahmadreza Jeddi" 0 0 1 0 0 0
"Ahmadreza Momeni" 0 0 0 0 1 0
"Ahmadreza Moradipari" 0 0 0 0 1 0
"Ahmadreza Mosallanezhad" 1 0 0 0 0 0
"Ahmed A. A. Osman" 0 0 1 0 0 0
"Ahmed A. Soror" 0 1 0 0 0 0
"Ahmed Abdel-Hadi" 0 0 0 2 0 0
"Ahmed Abdelali" 1 0 0 0 0 0
"Ahmed Abdelkader" 0 0 0 0 1 1
"Ahmed Abujoda" 0 0 0 1 0 0
"Ahmed Abusnaina" 0 0 0 1 0 0
"Ahmed Al Hilli" 0 0 0 2 0 0
"Ahmed Alsum" 1 0 0 0 0 0
"Ahmed Anes Bendimerad" 1 0 0 0 0 0
"Ahmed Awad 0001" 1 0 0 0 0 0
"Ahmed Ayad" 0 1 0 0 0 0
"Ahmed Badr" 0 0 0 2 0 0
"Ahmed Besbes" 0 0 1 0 0 0
"Ahmed Bilal Ashraf" 0 0 3 0 0 0
"Ahmed Bouajjani" 0 0 0 0 0 4
"Ahmed Boubrima" 0 0 0 1 0 0
"Ahmed Douik" 0 0 0 0 1 0
"Ahmed E. A. A. Abdulla" 0 0 0 1 0 0
"Ahmed E. Khaled" 0 0 0 1 0 0
"Ahmed Eid" 0 0 1 0 0 0
"Ahmed El Alaoui" 0 0 0 0 3 2
"Ahmed El Amine Djebri" 1 0 0 0 0 0
"Ahmed El Kholy" 2 0 0 0 0 0
"Ahmed El-Barkouky" 0 0 2 0 0 0
"Ahmed El-Hassany" 0 0 0 1 0 0
"Ahmed El-Kishky" 7 2 0 0 0 0
"Ahmed El-Roby" 0 1 0 0 0 0
"Ahmed Elbagoury" 0 0 0 1 0 0
"Ahmed Eldawy" 0 7 0 0 0 0
"Ahmed Eleryan" 0 0 0 1 0 0
"Ahmed Elgammal" 0 0 2 0 2 0
"Ahmed Elgohary" 1 0 0 0 0 0
"Ahmed Elhayek" 0 0 3 0 0 0
"Ahmed Elmokashfi" 0 0 0 11 0 0
"Ahmed Emam" 0 0 0 1 0 0
"Ahmed H. Helmy" 0 0 0 1 0 0
"Ahmed H. Zahran" 0 0 0 2 0 0
"Ahmed Hassan" 1 0 0 0 0 0
"Ahmed Hassan Awadallah" 17 0 0 0 1 0
"Ahmed Hefny" 0 1 0 0 6 0
"Ahmed Helmy" 2 0 0 25 0 0
"Ahmed K. Elmagarmid" 4 18 0 0 0 0
"Ahmed K. F. Khattab" 0 0 0 2 0 0
"Ahmed K. Farahat" 8 0 0 0 1 0
"Ahmed Khaled 0001" 0 0 0 0 1 0
"Ahmed Khalid" 0 0 0 2 0 0
"Ahmed Khurshid" 0 0 0 2 0 0
"Ahmed Kirmani" 0 0 1 0 0 0
"Ahmed M. Alaa" 0 0 0 0 13 0
"Ahmed M. Aly" 1 3 0 0 0 0
"Ahmed M. Elgammal" 1 0 23 0 2 0
"Ahmed Mansy" 0 0 0 2 0 0
"Ahmed Mehfooz" 0 0 0 1 0 0
"Ahmed Metwally 0001" 4 2 0 1 0 0
"Ahmed Mohamed Abdelmoniem" 0 0 0 2 0 0
"Ahmed Mseddi" 0 1 0 0 0 0
"Ahmed Nabil Belbachir" 0 0 13 0 0 0
"Ahmed Osama Fathy Atya" 0 0 0 3 0 0
"Ahmed R. Bashandy" 0 0 0 1 0 0
"Ahmed R. Mahmood" 0 2 0 0 0 0
"Ahmed Radwan" 0 1 0 0 0 0
"Ahmed Rashed" 1 0 0 0 0 0
"Ahmed S. Abdelhamid" 0 2 0 0 0 0
"Ahmed S. Alfakeeh" 1 0 0 0 0 0
"Ahmed Sabir" 0 0 1 0 0 0
"Ahmed Saeed 0001" 0 0 0 5 0 0
"Ahmed Salama" 0 0 0 1 0 0
"Ahmed Salem 0002" 0 0 0 2 0 0
"Ahmed Salem 0003" 0 0 0 1 0 0
"Ahmed Shalaby 0001" 0 0 2 0 0 0
"Ahmed Tashrif Kamal" 0 0 1 0 0 0
"Ahmed Touati" 0 0 0 0 2 0
"Ahmed Zaoui" 0 0 0 0 1 0
"Ahmed-Shehab Khan" 0 0 0 0 1 0
"Ahmedin Mohammed Ahmed" 1 0 0 0 0 0
"Ahmedul Kabir" 1 0 0 0 0 0
"Ahmet Aker" 1 0 0 0 0 0
"Ahmet Alacaoglu" 0 0 0 0 6 0
"Ahmet Bugdayci" 1 0 0 0 0 0
"Ahmet Cosar" 1 0 0 0 0 0
"Ahmet Ekin" 0 0 1 0 0 0
"Ahmet Erdem Sariyce" 4 0 0 0 0 0
"Ahmet Iscen" 0 0 7 0 0 0
"Ahmet Kara 0002" 0 2 0 0 0 0
"Ahmet Kk" 1 0 0 0 0 0
"Ahmet S. Ozcan" 0 0 0 0 1 0
"Ahmet Salih Buyukkayhan" 0 0 0 1 0 0
"Ahmet Soran" 0 0 0 1 0 0
"Ahren Studer" 0 0 0 4 0 0
"Ahsan Arefin" 0 0 0 1 0 0
"Ahsan Habib" 0 0 0 1 0 0
"Ahsan Iqbal" 0 0 1 0 0 0
"Ahsan Morshed" 1 0 0 0 0 0
"Ahsan Pervaiz" 0 0 0 1 0 0
"Ahsan S. Alvi" 0 0 0 0 2 0
"Ahsanul Haque" 2 0 0 0 0 0
"Ahsanur Rahman" 1 0 0 0 0 0
"Ahuva Mu'alem" 0 0 0 0 0 2
"Ahyeon Kim" 0 0 0 2 0 0
"Ai Chen" 0 0 0 2 0 0
"Ai Huang" 0 0 0 1 0 0
"Ai Matsune" 0 0 2 0 0 0
"Ai Qun Liu" 0 0 2 0 0 0
"Ai Ti Aw" 0 0 0 0 1 0
"Ai-Chun Pang" 0 0 0 3 0 0
"Aibo Guo" 0 1 0 0 0 0
"Aichi Chien" 0 0 1 0 0 0
"Aida Calvino" 1 0 0 0 0 0
